"","game_str","play_id","valid_steal","first_baserunner.x","second_baserunner.x","diagonalpitch_time","diagonalexchange_time","diagonalpop_time","sb_entry_time","sb_entry_x","eb_entry_y","tb_entry_time","tb_entry_x","tb_entry_y","fb_start_time","fb_start_x","fb_start_y","sb_start_time","sb_start_x","sb_start_y","fb_leadoff","time_to_second","time_to_third","sb_leadoff"
"248","1884_114_Vis1AZ_Home1A",278,1,838,NA,0.495,0.693,1.98,10140.042,11.0073,117.3192,NA,NA,NA,10136.148,55.2819,71.982,NA,NA,NA,11.0838272997192,3.89400000000023,NA,NA
"249","1884_114_Vis2AS_Home2A",64,1,495,NA,0.5,0.65,2,1704.36,4.3026,125.8884,NA,NA,NA,1700.21,55.7352,72.0999,NA,NA,NA,10.8821502953231,4.14999999999986,NA,NA
"250","1884_114_Vis2AS_Home2A",139,0,7950,NA,0.45,0.65,1.85,3958.36,10.9233,117.2511,NA,NA,NA,3953.91,53.4051,72.5574,NA,NA,NA,12.7944836851668,4.45000000000027,NA,NA
"251","1884_114_Vis2AS_Home2A",187,1,798,NA,0.55,1.95,3.15,5652.11,11.1315,116.5779,NA,NA,NA,5646.66,55.1874,72.1482,NA,NA,NA,11.271202331606,5.44999999999982,NA,NA
"252","1884_115_Vis2AS_Home2A",137,0,753,NA,0.55,0.75,2,4316.816,10.0833,117.465,NA,NA,NA,4313.266,55.0689,71.4495,NA,NA,NA,10.835354791607,3.55000000000018,NA,NA
"253","1884_117_Vis2AT_Home2A",170,0,537,NA,0.55,2.15,3.25,4904.091,11.6712,118.0008,NA,NA,NA,4899.041,56.6946,71.8029,NA,NA,NA,10.063342862588,5.05000000000018,NA,NA
"254","1884_117_Vis3AS_Home3A",58,0,6990,NA,0.45,8.45,8.65,1909.757,7.0311,123.2091,NA,NA,NA,1903.057,56.7042,72.1836,NA,NA,NA,10.3690947820916,6.70000000000005,NA,NA
"255","1884_117_Vis3AS_Home3A",156,0,5201,NA,0.5,0.65,1.8,4777.157,11.3832,118.3704,NA,NA,NA,4773.557,55.5297,71.13,NA,NA,NA,10.2862447030002,3.60000000000036,NA,NA
"256","1884_117_Vis4BA_Home4A",21,1,NA,5830,0.45,0.65,1.5,NA,NA,NA,591.396,-53.5437,75.108,NA,NA,NA,587.846,-10.6698,121.4499,NA,NA,3.54999999999995,12.1587292942149
"257","1884_118_Vis1BA_Home1A",18,0,7344,4622,0.5,0.65,1.55,NA,NA,NA,497.571,-50.1036,78.5007,494.571,53.9256,74.0571,493.221,-15.7356,120.9057,13.543065080328,NA,4.35000000000002,16.9776561353445
"258","1884_118_Vis1BA_Home1A",33,1,626,NA,0.55,0.75,2,973.321,11.2866,117.372,NA,NA,NA,969.671,56.4873,72.6978,NA,NA,NA,10.9162600798076,3.64999999999998,NA,NA
"259","1884_118_Vis1BA_Home1A",236,1,7193,NA,0.55,0.9,2.1,8513.171,11.7558,117.7161,NA,NA,NA,8508.621,56.2893,71.5053,NA,NA,NA,10.0715366543542,4.55000000000109,NA,NA
"260","1884_118_Vis3AS_Home3A",69,1,5201,2153,0.45,0.7,1.55,2203.937,10.5546,117.2469,2202.937,-49.4142,79.1919,2201.437,52.4169,74.6841,2200.137,-12.801,115.9848,15.0086890306915,2.5,2.79999999999973,17.0718231024106
"261","1884_118_Vis3AS_Home3A",135,1,5201,NA,0.55,0.7,1.9,4281.055,11.6778,117.2928,NA,NA,NA,4277.505,55.3284,71.9856,NA,NA,NA,11.0559821779885,3.55000000000018,NA,NA
"262","1884_118_Vis3AS_Home3A",145,0,345,NA,0.5,0.6,1.85,4649.505,11.2269,117.105,NA,NA,NA,4646.855,53.5254,74.2773,NA,NA,NA,13.9691779446752,2.65000000000055,NA,NA
"263","1884_118_Vis4BB_Home4A",87,1,502,835,0.45,0.6,1.5,NA,NA,NA,2914.199,-58.7127,69.9783,2908.949,57.1365,76.0182,2909.849,-12.4881,118.6458,13.522260443062,NA,4.34999999999991,15.1822940048597
"264","1884_118_Vis4BB_Home4A",248,0,6378,NA,0.5,1.8,3,NA,NA,NA,NA,NA,NA,8975.549,57.5496,73.9242,NA,NA,NA,11.4485673252158,NA,NA,NA
"265","1884_119_Vis4BB_Home4A",205,1,NA,5014,0.5,2.7,3.25,NA,NA,NA,6877.463,-48.7077,79.1016,NA,NA,NA,6872.013,-12.6861,119.343,NA,NA,5.44999999999982,14.9643944819027
"266","1884_120_Vis2AT_Home2A",94,0,NA,5255,0.462,1.353,2.079,NA,NA,NA,3363.609,-57.2154,71.511,NA,NA,NA,3357.9,-16.1712,124.9719,NA,NA,5.70899999999983,16.3350860129355
"267","1884_122_Vis2AU_Home2A",44,1,615,513,0.6,0.65,1.5,NA,NA,NA,1319.477,-57.798,70.6155,1314.527,54.8391,74.2806,1315.727,-11.3544,117.8691,13.1584156025716,NA,3.75,14.74745531168
"268","1884_122_Vis2AU_Home2A",88,NA,NA,NA,0.45,0.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","1884_122_Vis2AU_Home2A",151,1,6235,NA,0.45,1.1,2.4,4701.319,11.4855,118.2786,NA,NA,NA,4696.919,57.6297,70.9137,NA,NA,NA,8.7984192773475,4.40000000000055,NA,NA
"270","1884_123_Vis3AT_Home3A",107,1,993,NA,0.55,0.65,1.8,3215.207,10.3506,117.4599,NA,NA,NA,3211.657,55.1643,72.8277,NA,NA,NA,11.8070503420626,3.54999999999973,NA,NA
"271","1884_123_Vis3AT_Home3A",250,0,786,NA,0.55,0.75,1.8,8560.862,10.5297,116.0781,NA,NA,NA,8555.862,55.5036,71.6433,NA,NA,NA,10.683082319724,5,NA,NA
"272","1884_124_Vis3AT_Home3A",72,0,492,NA,0.55,0.6,1.8,2471.965,10.4532,117.132,NA,NA,NA,2468.115,56.3436,71.5203,NA,NA,NA,10.0494682968802,3.85000000000036,NA,NA
"273","1884_126_Vis4BC_Home4A",55,0,NA,702,0.5,1.85,2.55,NA,NA,NA,1592.476,-59.4711,69.2121,NA,NA,NA,1585.326,-12.4728,121.8717,NA,NA,7.15000000000009,13.5948684704928
"274","1884_128_Vis1BB_Home1A",30,1,8708,NA,0.55,0.65,1.85,1127.058,9.9543,116.2137,NA,NA,NA,1123.558,55.074,74.2587,NA,NA,NA,13.0037235317427,3.5,NA,NA
"275","1884_128_Vis3AU_Home3A",70,0,2761,NA,0.55,0.7,1.9,2229.464,11.6268,118.0266,NA,NA,NA,2226.714,54.7377,73.6407,NA,NA,NA,12.708881531433,2.75,NA,NA
"276","1884_129_Vis1BB_Home1A",136,1,423,NA,0.5,0.8,2.05,4507.981,10.38,116.1903,NA,NA,NA,4504.331,54.8934,72.4101,NA,NA,NA,11.6618383443606,3.64999999999964,NA,NA
"277","1884_130_Vis1BB_Home1A",41,0,630,NA,0.528,0.627,1.782,1351.734,10.8603,116.9817,NA,NA,NA,1347.048,56.1435,71.5023,NA,NA,NA,10.1609199160312,4.68599999999992,NA,NA
"278","1884_130_Vis3AU_Home3A",29,0,NA,345,0.45,0.75,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,878.267,-10.2225,117.3153,NA,NA,NA,14.2756699436489
"279","1884_130_Vis3AU_Home3A",79,1,651,NA,0.55,0.75,2.05,2593.292,10.7241,117.0825,NA,NA,NA,2590.592,55.335,72.8229,NA,NA,NA,11.6968233897071,2.69999999999982,NA,NA
"280","1884_130_Vis3AU_Home3A",122,0,786,NA,0.45,0.6,1.9,4124.534,10.1394,115.7229,NA,NA,NA,4120.884,54.6216,72.423,NA,NA,NA,11.8523086173116,3.64999999999964,NA,NA
"281","1884_130_Vis3AU_Home3A",159,0,2761,NA,0.45,0.65,1.8,5164.634,11.9625,117.6258,NA,NA,NA,5161.984,54.8196,74.1231,NA,NA,NA,13.0429748819048,2.64999999999964,NA,NA
"282","1884_130_Vis3AU_Home3A",183,1,NA,475,0.45,0.7,1.6,NA,NA,NA,6036.384,-48.4953,79.5654,NA,NA,NA,6032.584,-10.5513,117.9483,NA,NA,3.80000000000018,14.0858282177513
"283","1884_130_Vis3AU_Home3A",242,1,345,651,0.5,0.75,1.6,8200.434,9.9777,116.922,8199.484,-47.8335,78.8613,8196.134,52.5333,75.7746,8196.334,-11.4141,116.6235,15.7538788255464,4.29999999999927,3.14999999999964,15.6154625631135
"284","1884_131_Vis1BB_Home1A",7,0,3103,NA,0.561,0.66,1.881,203.705,11.3088,117.1665,NA,NA,NA,199.052,57.0369,71.8386,NA,NA,NA,9.89661556139269,4.65300000000002,NA,NA
"285","1884_131_Vis1BB_Home1A",258,0,NA,3140,0.462,0.561,1.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","1884_131_Vis2AV_Home2A",179,1,615,NA,0.5,0.65,1.9,5972.757,9.822,115.7991,NA,NA,NA,5969.107,56.5389,72.1113,NA,NA,NA,10.4047014805808,3.64999999999964,NA,NA
"287","1884_132_Vis2AV_Home2A",25,0,495,NA,0.5,0.8,2,826.74,10.8222,117.9795,NA,NA,NA,823.04,56.0613,71.8824,NA,NA,NA,10.5085968354486,3.70000000000005,NA,NA
"288","1884_134.5_Vis2AW_Home2A",38,1,615,495,0.55,0.95,2.25,1087.227,10.5825,116.2002,1086.227,-48.3213,79.2606,1082.727,53.8461,75.9306,1082.927,-12.6636,119.1693,15.0777935245844,4.5,3.30000000000018,15.038291773004
"289","1884_134_Vis4BD_Home4A",73,1,3527,NA,0.45,1.35,2.7,2561.634,10.7271,116.1069,NA,NA,NA,2557.634,55.9584,72.5853,NA,NA,NA,11.1294195109179,4,NA,NA
"290","1884_135_Vis1BC_Home1A",135,0,8250,NA,0.45,0.65,1.9,4785.718,10.8189,117.4008,NA,NA,NA,4781.668,54.8028,72.2109,NA,NA,NA,11.5734682204601,4.05000000000018,NA,NA
"291","1884_135_Vis2AW_Home2A",36,1,615,NA,0.55,0.85,2.05,1059.3,10.3482,115.8408,NA,NA,NA,1055.6,56.6979,73.233,NA,NA,NA,11.252766300337,3.70000000000005,NA,NA
"292","1884_136_Vis1BC_Home1A",69,1,4394,8728,0.45,0.7,1.55,NA,NA,NA,2370.89,-48.5802,79.6401,2367.94,54.3546,81.4977,2367.04,-10.5417,118.3959,19.6609932213507,NA,3.84999999999991,13.7860317604451
"293","1884_136_Vis1BC_Home1A",86,1,626,838,0.55,0.9,1.8,3086.24,11.4762,116.8572,3085.24,-48.2121,78.1653,3080.74,53.9253,78.9975,3082.04,-10.0872,116.2641,17.628290851356,5.5,3.19999999999982,14.936587851648
"294","1884_136_Vis1BC_Home1A",167,0,4716,NA,0.5,0.7,1.8,6576.832,10.5174,116.9937,NA,NA,NA,6573.032,55.8285,73.0266,NA,NA,NA,11.5624829431226,3.80000000000018,NA,NA
"295","1884_136_Vis4BD_Home4A",14,0,7014,NA,0.45,0.75,1.6,NA,NA,NA,NA,NA,NA,355.948,56.9154,72.4965,NA,NA,NA,10.513100656324,NA,NA,NA
"296","1884_136_Vis4BD_Home4A",267,1,NA,3019,0.5,2.3,3.3,NA,NA,NA,8769.398,-52.035,76.6302,NA,NA,NA,8762.798,-13.4787,120.8952,NA,NA,6.59999999999854,14.9144569036221
"297","1884_137_Vis1BC_Home1A",72,0,959,NA,0.561,0.66,1.881,2934.717,11.6505,117.7026,NA,NA,NA,2929.701,54.9318,72.3357,NA,NA,NA,11.58059418726,5.01600000000008,NA,NA
"298","1884_138_Vis3AV_Home3A",90,1,786,NA,0.5,0.65,2,2852.188,9.7125,116.4108,NA,NA,NA,2848.188,56.7435,70.0581,NA,NA,NA,8.67506425682254,4,NA,NA
"299","1884_139_Vis3AV_Home3A",181,1,NA,544,0.5,0.7,1.55,NA,NA,NA,6954.782,-48.39,79.7664,NA,NA,NA,6950.982,-11.9679,119.7714,NA,NA,3.80000000000018,14.1283298506936
"300","1884_142_Vis4BE_Home4A",97,1,9988,NA,0.5,0.65,2,3455.509,10.9563,118.1754,NA,NA,NA,3453.459,47.5287,82.1769,NA,NA,NA,23.8779876308704,2.05000000000018,NA,NA
"301","1884_143_Vis4BE_Home4A",251,1,861,NA,0.45,0.55,1.8,NA,NA,NA,NA,NA,NA,8603.1,53.3829,82.1505,NA,NA,NA,20.6694281164235,NA,NA,NA
